  N  P   K  Soil_pH  Soil_Moisture  Organic_Carbon  Temperature  Humidity  Rainfall  Sunlight_Hours  Wind_Speed Crop_Type  Crop_Yield_ton_per_hectare
 54 90  77     5.53          22.13            1.15        17.89     45.83    518.64            7.99       10.50      Rice                        8.11
 83 58 105     7.68          44.23            1.15        20.08     59.81   2651.88            4.40       10.89 Sugarcane                       76.02
 87 26  54     7.61          54.19            0.63        28.16     52.93   2651.73            4.26       16.62     Wheat                        8.13
 96 65  49     7.83          28.68            1.21        11.10     51.55    331.35           10.10        2.61     Wheat                        9.38
133 63 123     7.91          57.20            1.42        16.32     62.03   1610.40            5.52        8.79 Sugarcane                       74.78
 53 38 141     6.52          53.48            1.07        15.29     59.40   2132.09            4.03        7.84    Potato                       27.23
143 38  53     7.12          39.30            0.45        19.84     57.92    999.29            9.21       14.28      Rice                        9.77
 61 74  75     6.90          20.94            0.73        33.32     36.79   1897.78            9.74        8.14     Wheat                        8.32
115 25  44     5.85          63.51            0.42        37.23     62.36   1939.92            6.00        9.23    Potato                       26.51
156 27 134     5.75          46.21            0.69        10.38     33.54    843.18            9.82        9.01     Maize                        8.93
159 86  32     5.96          40.85            0.58        17.72     66.98    826.40            9.63       14.46    Cotton                        5.12
 46 88  82     5.54          59.27            1.02        10.76     67.41   2181.00            7.41       12.43     Wheat                        9.00
133 86 121     7.38          36.07            0.85        35.84     45.64   2073.40           10.57        8.26     Wheat                       10.44
166 78 141     8.08          43.18            1.24        15.96     38.12   2457.86            9.91        2.22 Sugarcane                       78.31
 72 34 139     7.75          57.92            0.77        33.12     77.90   2509.92            4.21       15.18    Cotton                       10.92
 68 86  30     5.54          34.65            0.50        11.00     76.22    695.06           10.30       17.88    Potato                       24.92
 55 87 128     4.98          53.62            0.61        21.95     86.76   2307.92            7.79       13.64     Wheat                       10.60
